Round,Pick_No,Team,Player,Player_Link,Pos,College,Conf,ID,Conf_Clean,Div
1,27,Cincinnati Bengals,Kevin Zeitler,https://en.wikipedia.org/wiki/Kevin_Zeitler ,OG,Wisconsin,Big Ten,2012027,Big Ten,AFC North
1,28,Green Bay Packers,Nick Perry,https://en.wikipedia.org/wiki/Nick_Perry_(linebacker) ,LB,USC,Pac12,2012028,Pac12,NFC North
1,29,Minnesota Vikings,Harrison Smith,https://en.wikipedia.org/wiki/Harrison_Smith ,S,Notre Dame,Ind FBS,2012029,Other,NFC North
1,30,San Francisco 49ers,A J Jenkins,https://en.wikipedia.org/wiki/A._J._Jenkins ,WR,Illinois,Big Ten,2012030,Big Ten,NFC West
1,31,Tampa Bay Buccaneers,Doug Martin,https://en.wikipedia.org/wiki/Doug_Martin_(running_back) ,RB,Boise State,MW,2012031,Other,NFC South
1,32,New York Giants,David Wilson,https://en.wikipedia.org/wiki/David_Wilson_(running_back) ,RB,Virginia Tech,ACC,2012032,ACC,NFC East
2,33,Los Angeles Rams,Brian Quick,https://en.wikipedia.org/wiki/Brian_Quick ,WR,Appalachian State,SoCon,2012033,Other,NFC West
2,34,Indianapolis Colts,Coby Fleener,https://en.wikipedia.org/wiki/Coby_Fleener ,TE,Stanford,Pac12,2012034,Pac12,AFC South
2,35,Baltimore Ravens,Courtney Upshaw,https://en.wikipedia.org/wiki/Courtney_Upshaw ,LB,Alabama,SEC,2012035,SEC,AFC North
2,36,Denver Broncos,Derek Wolfe,https://en.wikipedia.org/wiki/Derek_Wolfe ,DT,Cincinnati,Big East,2012036,Other,AFC West
2,37,Cleveland Browns,Mitchell Schwartz,https://en.wikipedia.org/wiki/Mitchell_Schwartz ,OT,California,Pac12,2012037,Pac12,AFC North
2,38,Jacksonville Jaguars,Andre Branch,https://en.wikipedia.org/wiki/Andre_Branch ,DE,Clemson,ACC,2012038,ACC,AFC South
2,39,Los Angeles Rams,Janoris Jenkins,https://en.wikipedia.org/wiki/Janoris_Jenkins ,CB,North Alabama,Gulf South,2012039,Other,NFC West
2,40,Carolina Panthers,Amini Silatolu,https://en.wikipedia.org/wiki/Amini_Silatolu ,OG,Midwestern State,LSC,2012040,Other,NFC South
2,41,Buffalo Bills,Cordy Glenn,https://en.wikipedia.org/wiki/Cordy_Glenn ,OT,Georgia,SEC,2012041,SEC,AFC East
2,42,Miami Dolphins,Jonathan Martin,https://en.wikipedia.org/wiki/Jonathan_Martin_(American_football) ,OT,Stanford,Pac12,2012042,Pac12,AFC East
2,43,New York Jets,Stephen Hill,https://en.wikipedia.org/wiki/Stephen_Hill_(American_football) ,WR,Georgia Tech,ACC,2012043,ACC,AFC East
2,44,Kansas City Chiefs,Jeff Allen,https://en.wikipedia.org/wiki/Jeff_Allen_(offensive_lineman) ,OG,Illinois,Big Ten,2012044,Big Ten,AFC West
2,45,Chicago Bears,Alshon Jeffery,https://en.wikipedia.org/wiki/Alshon_Jeffery ,WR,South Carolina,SEC,2012045,SEC,NFC North
2,46,Philadelphia Eagles,Mychal Kendricks,https://en.wikipedia.org/wiki/Mychal_Kendricks ,LB,California,Pac12,2012046,Pac12,NFC East
2,47,Seattle Seahawks,Bobby Wagner,https://en.wikipedia.org/wiki/Bobby_Wagner ,LB,Utah State,WAC,2012047,Other,NFC West
2,48,New England Patriots,Tavon Wilson,https://en.wikipedia.org/wiki/Tavon_Wilson ,S,Illinois,Big Ten,2012048,Big Ten,AFC East
2,49,Los Angeles Chargers,Kendall Reyes,https://en.wikipedia.org/wiki/Kendall_Reyes ,DT,Connecticut,Big East,2012049,Other,AFC West
2,50,Los Angeles Rams,Isaiah Pead,https://en.wikipedia.org/wiki/Isaiah_Pead ,RB,Cincinnati,Big East,2012050,Other,NFC West
2,51,Green Bay Packers,Jerel Worthy,https://en.wikipedia.org/wiki/Jerel_Worthy ,DT,Michigan State,Big Ten,2012051,Big Ten,NFC North
2,52,Tennessee Titans,Zach Brown,https://en.wikipedia.org/wiki/Zach_Brown ,LB,North Carolina,ACC,2012052,ACC,AFC South
2,53,Cincinnati Bengals,Devon Still,https://en.wikipedia.org/wiki/Devon_Still ,DT,Penn State,Big Ten,2012053,Big Ten,AFC North
2,54,Detroit Lions,Ryan Broyles,https://en.wikipedia.org/wiki/Ryan_Broyles ,WR,Oklahoma,Big 12,2012054,Big 12,NFC North
2,55,Atlanta Falcons,Peter Konz,https://en.wikipedia.org/wiki/Peter_Konz ,C,Wisconsin,Big Ten,2012055,Big Ten,NFC South
2,56,Pittsburgh Steelers,Mike Adams,https://en.wikipedia.org/wiki/Mike_Adams_(offensive_tackle) ,OT,Ohio State,Big Ten,2012056,Big Ten,AFC North
2,57,Denver Broncos,Brock Osweiler,https://en.wikipedia.org/wiki/Brock_Osweiler ,QB,Arizona State,Pac12,2012057,Pac12,AFC West
2,58,Tampa Bay Buccaneers,Lavonte David,https://en.wikipedia.org/wiki/Lavonte_David ,LB,Nebraska,Big Ten,2012058,Big Ten,NFC South
2,59,Philadelphia Eagles,Vinny Curry,https://en.wikipedia.org/wiki/Vinny_Curry ,DE,Marshall,CUSA,2012059,Other,NFC East
2,60,Baltimore Ravens,Kelechi Osemele,https://en.wikipedia.org/wiki/Kelechi_Osemele ,OG,Iowa State,Big 12,2012060,Big 12,AFC North
2,61,San Francisco 49ers,LaMichael James,https://en.wikipedia.org/wiki/LaMichael_James ,RB,Oregon,Pac12,2012061,Pac12,NFC West
2,62,Green Bay Packers,Casey Hayward,https://en.wikipedia.org/wiki/Casey_Hayward ,CB,Vanderbilt,SEC,2012062,SEC,NFC North
2,63,New York Giants,Rueben Randle,https://en.wikipedia.org/wiki/Rueben_Randle ,WR,LSU,SEC,2012063,SEC,NFC East
3,64,Indianapolis Colts,Dwayne Allen,https://en.wikipedia.org/wiki/Dwayne_Allen ,TE,Clemson,ACC,2012064,ACC,AFC South
3,65,Los Angeles Rams,Trumaine Johnson,https://en.wikipedia.org/wiki/Trumaine_Johnson_(cornerback) ,CB,Montana,Big Sky,2012065,Other,NFC West
3,66,Minnesota Vikings,Josh Robinson,https://en.wikipedia.org/wiki/Josh_Robinson_(cornerback) ,CB,UCF,CUSA,2012066,Other,NFC North
3,67,Denver Broncos,Ronnie Hillman,https://en.wikipedia.org/wiki/Ronnie_Hillman ,RB,San Diego State,MW,2012067,Other,AFC West
3,68,Houston Texans,DeVier Posey,https://en.wikipedia.org/wiki/DeVier_Posey ,WR,Ohio State,Big Ten,2012068,Big Ten,AFC South
3,69,Buffalo Bills,T J Graham,https://en.wikipedia.org/wiki/T._J._Graham ,WR,NC State,ACC,2012069,ACC,AFC East
3,70,Jacksonville Jaguars,Bryan Anger,https://en.wikipedia.org/wiki/Bryan_Anger ,P,California,Pac12,2012070,Pac12,AFC South
3,71,Washington Commanders,Josh LeRibeus,https://en.wikipedia.org/wiki/Josh_LeRibeus ,OG,SMU,CUSA,2012071,Other,NFC East
3,72,Miami Dolphins,Olivier Vernon,https://en.wikipedia.org/wiki/Olivier_Vernon ,DE,Miami FL,ACC,2012072,ACC,AFC East
3,73,Los Angeles Chargers,Brandon Taylor,https://en.wikipedia.org/wiki/Brandon_Taylor_(American_football) ,S,LSU,SEC,2012073,SEC,AFC West
3,74,Kansas City Chiefs,Donald Stephenson,https://en.wikipedia.org/wiki/Donald_Stephenson ,OT,Oklahoma,Big 12,2012074,Big 12,AFC West
3,75,Seattle Seahawks,Russell Wilson,https://en.wikipedia.org/wiki/Russell_Wilson ,QB,Wisconsin,Big Ten,2012075,Big Ten,NFC West
3,76,Houston Texans,Brandon Brooks,https://en.wikipedia.org/wiki/Brandon_Brooks_(American_football) ,OG,Miami OH,MAC,2012076,Other,AFC South
3,77,New York Jets,Demario Davis,https://en.wikipedia.org/wiki/Demario_Davis ,LB,Arkansas State,Sun Belt,2012077,Other,AFC East
3,78,Miami Dolphins,Michael Egnew,https://en.wikipedia.org/wiki/Michael_Egnew ,TE,Missouri,Big 12,2012078,Big 12,AFC East
3,79,Chicago Bears,Brandon Hardin,https://en.wikipedia.org/wiki/Brandon_Hardin ,S,Oregon State,Pac12,2012079,Pac12,NFC North
3,80,Arizona Cardinals,Jamell Fleming,https://en.wikipedia.org/wiki/Jamell_Fleming ,CB,Oklahoma,Big 12,2012080,Big 12,NFC West
3,81,Dallas Cowboys,Tyrone Crawford,https://en.wikipedia.org/wiki/Tyrone_Crawford ,DE,Boise State,MW,2012081,Other,NFC East
3,82,Tennessee Titans,Mike Martin,https://en.wikipedia.org/wiki/Mike_Martin_(defensive_lineman) ,DT,Michigan,Big Ten,2012082,Big Ten,AFC South
3,83,Cincinnati Bengals,Mohamed Sanu,https://en.wikipedia.org/wiki/Mohamed_Sanu ,WR,Rutgers,Big East,2012083,Other,AFC North
3,84,Baltimore Ravens,Bernard Pierce,https://en.wikipedia.org/wiki/Bernard_Pierce ,RB,Temple,MAC,2012084,Other,AFC North
3,85,Detroit Lions,Dwight Bentley,https://en.wikipedia.org/wiki/Dwight_Bentley ,CB,LouisianaLafayette,Sun Belt,2012085,Other,NFC North
3,86,Pittsburgh Steelers,Sean Spence,https://en.wikipedia.org/wiki/Sean_Spence ,LB,Miami FL,ACC,2012086,ACC,AFC North
3,87,Cleveland Browns,John Hughes,https://en.wikipedia.org/wiki/John_Hughes_(American_football) ,DT,Cincinnati,Big East,2012087,Other,AFC North
3,88,Philadelphia Eagles,Nick Foles,https://en.wikipedia.org/wiki/Nick_Foles ,QB,Arizona,Pac12,2012088,Pac12,NFC East
3,89,New Orleans Saints,Akiem Hicks,https://en.wikipedia.org/wiki/Akiem_Hicks ,DT,Regina,CWUAA,2012089,Other,NFC South
3,90,New England Patriots,Jake Bequette,https://en.wikipedia.org/wiki/Jake_Bequette ,DE,Arkansas,SEC,2012090,SEC,AFC East
3,91,Atlanta Falcons,Lamar Holmes,https://en.wikipedia.org/wiki/Lamar_Holmes ,OT,Southern Miss,CUSA,2012091,Other,NFC South
3,92,Indianapolis Colts,T Y Hilton,https://en.wikipedia.org/wiki/T._Y._Hilton ,WR,FIU,Sun Belt,2012092,Other,AFC South
3,93,Cincinnati Bengals,Brandon Thompson,https://en.wikipedia.org/wiki/Brandon_Thompson_(American_football) ,DT,Clemson,ACC,2012093,ACC,AFC North
3,94,New York Giants,Jayron Hosley,https://en.wikipedia.org/wiki/Jayron_Hosley ,CB,Virginia Tech,ACC,2012094,ACC,NFC East
3,95,Las Vegas Raiders,Tony Bergstrom,https://en.wikipedia.org/wiki/Tony_Bergstrom ,OG,Utah,Pac12,2012095,Pac12,AFC West
4,96,Los Angeles Rams,Chris Givens,https://en.wikipedia.org/wiki/Chris_Givens ,WR,Wake Forest,ACC,2012096,ACC,NFC West
4,97,Miami Dolphins,Lamar Miller,https://en.wikipedia.org/wiki/Lamar_Miller ,RB,Miami FL,ACC,2012097,ACC,AFC East
4,98,Baltimore Ravens,Gino Gradkowski,https://en.wikipedia.org/wiki/Gino_Gradkowski ,OG,Delaware,CAA,2012098,Other,AFC North
4,99,Houston Texans,Ben Jones,https://en.wikipedia.org/wiki/Ben_Jones_(center) ,C,Georgia,SEC,2012099,SEC,AFC South
4,100,Cleveland Browns,Travis Benjamin,https://en.wikipedia.org/wiki/Travis_Benjamin ,WR,Miami FL,ACC,2012100,ACC,AFC North
4,101,Denver Broncos,Omar Bolden,https://en.wikipedia.org/wiki/Omar_Bolden ,CB,Arizona State,Pac12,2012101,Pac12,AFC West
4,102,Washington Commanders,Kirk Cousins,https://en.wikipedia.org/wiki/Kirk_Cousins ,QB,Michigan State,Big Ten,2012102,Big Ten,NFC East
4,103,Carolina Panthers,Frank Alexander,https://en.wikipedia.org/wiki/Frank_Alexander_(American_football) ,DE,Oklahoma,Big 12,2012103,Big 12,NFC South
4,104,Carolina Panthers,Joe Adams,https://en.wikipedia.org/wiki/Joe_Adams_(wide_receiver) ,WR,Arkansas,SEC,2012104,SEC,NFC South
4,105,Buffalo Bills,Nigel Bradham,https://en.wikipedia.org/wiki/Nigel_Bradham ,LB,Florida State,ACC,2012105,ACC,AFC East
4,106,Seattle Seahawks,Robert Turbin,https://en.wikipedia.org/wiki/Robert_Turbin ,RB,Utah State,WAC,2012106,Other,NFC West
4,107,Kansas City Chiefs,Devon Wylie,https://en.wikipedia.org/wiki/Devon_Wylie ,WR,Fresno State,WAC,2012107,Other,AFC West
4,108,Denver Broncos,Philip Blake,https://en.wikipedia.org/wiki/Philip_Blake ,C,Baylor,Big 12,2012108,Big 12,AFC West
4,109,Pittsburgh Steelers,Alameda Taamu,https://en.wikipedia.org/wiki/Alameda_Ta%27amu ,DT,Washington,Pac12,2012109,Pac12,AFC North
4,110,Los Angeles Chargers,Ladarius Green,https://en.wikipedia.org/wiki/Ladarius_Green ,TE,LouisianaLafayette,Sun Belt,2012110,Other,AFC West
4,111,Chicago Bears,Evan Rodriguez,https://en.wikipedia.org/wiki/Evan_Rodriguez ,TE,Temple,MAC,2012111,Other,NFC North
4,112,Arizona Cardinals,Bobby Massie,https://en.wikipedia.org/wiki/Bobby_Massie ,OT,Ole Miss,SEC,2012112,SEC,NFC West
4,113,Dallas Cowboys,Kyle Wilber,https://en.wikipedia.org/wiki/Kyle_Wilber ,LB,Wake Forest,ACC,2012113,ACC,NFC East
4,114,Seattle Seahawks,Jaye Howard,https://en.wikipedia.org/wiki/Jaye_Howard ,DT,Florida,SEC,2012114,SEC,NFC West
4,115,Tennessee Titans,Coty Sensabaugh,https://en.wikipedia.org/wiki/Coty_Sensabaugh ,CB,Clemson,ACC,2012115,ACC,AFC South
4,116,Cincinnati Bengals,Orson Charles,https://en.wikipedia.org/wiki/Orson_Charles ,TE,Georgia,SEC,2012116,SEC,AFC North
4,117,San Francisco 49ers,Joe Looney,https://en.wikipedia.org/wiki/Joe_Looney_(offensive_lineman) ,OG,Wake Forest,ACC,2012117,ACC,NFC West
4,118,Minnesota Vikings,Jarius Wright,https://en.wikipedia.org/wiki/Jarius_Wright ,WR,Arkansas,SEC,2012118,SEC,NFC North
4,119,Washington Commanders,Keenan Robinson,https://en.wikipedia.org/wiki/Keenan_Robinson ,LB,Texas,Big 12,2012119,Big 12,NFC East
4,120,Cleveland Browns,JamesMichael Johnson,https://en.wikipedia.org/wiki/James-Michael_Johnson ,LB,Nevada,WAC,2012120,Other,AFC North
4,121,Houston Texans,Keshawn Martin,https://en.wikipedia.org/wiki/Keshawn_Martin ,WR,Michigan State,Big Ten,2012121,Big Ten,AFC South
4,122,New Orleans Saints,Nick Toon,https://en.wikipedia.org/wiki/Nick_Toon ,WR,Wisconsin,Big Ten,2012122,Big Ten,NFC South
4,123,Philadelphia Eagles,Brandon Boykin,https://en.wikipedia.org/wiki/Brandon_Boykin ,CB,Georgia,SEC,2012123,SEC,NFC East
4,124,Buffalo Bills,Ron Brooks,https://en.wikipedia.org/wiki/Ron_Brooks ,CB,LSU,SEC,2012124,SEC,AFC East
4,125,Detroit Lions,Ronnell Lewis,https://en.wikipedia.org/wiki/Ronnell_Lewis ,LB,Oklahoma,Big 12,2012125,Big 12,NFC North
4,126,Houston Texans,Jared Crick,https://en.wikipedia.org/wiki/Jared_Crick ,DE,Nebraska,Big Ten,2012126,Big Ten,AFC South
4,127,New York Giants,Adrien Robinson,https://en.wikipedia.org/wiki/Adrien_Robinson ,TE,Cincinnati,Big East,2012127,Other,NFC East
4,128,Minnesota Vikings,Rhett Ellison,https://en.wikipedia.org/wiki/Rhett_Ellison ,FB,USC,Pac12,2012128,Pac12,NFC North
4,129,Las Vegas Raiders,Miles Burris,https://en.wikipedia.org/wiki/Miles_Burris ,LB,San Diego State,MW,2012129,Other,AFC West
4,130,Baltimore Ravens,Christian Thompson,https://en.wikipedia.org/wiki/Christian_Thompson_(American_football) ,S,South Carolina State,MEAC,2012130,Other,AFC North
4,131,New York Giants,Brandon Mosley,https://en.wikipedia.org/wiki/Brandon_Mosley ,OT,Auburn,SEC,2012131,SEC,NFC East
4,132,Green Bay Packers,Mike Daniels,https://en.wikipedia.org/wiki/Mike_Daniels_(American_football) ,DT,Iowa,Big Ten,2012132,Big Ten,NFC North
4,133,Green Bay Packers,Jerron McMillian,https://en.wikipedia.org/wiki/Jerron_McMillian ,S,Maine,CAA,2012133,Other,NFC North
4,134,Minnesota Vikings,Greg Childs,https://en.wikipedia.org/wiki/Greg_Childs_(American_football) ,WR,Arkansas,SEC,2012134,SEC,NFC North
4,135,Dallas Cowboys,Matt Johnson,https://en.wikipedia.org/wiki/Matt_Johnson_(safety) ,S,Eastern Washington,Big Sky,2012135,Other,NFC East
5,136,Indianapolis Colts,Josh Chapman,https://en.wikipedia.org/wiki/Josh_Chapman ,DT,Alabama,SEC,2012136,SEC,AFC South
5,137,Denver Broncos,Malik Jackson,https://en.wikipedia.org/wiki/Malik_Jackson_(defensive_end) ,DE,Tennessee,SEC,2012137,SEC,AFC West
5,138,Detroit Lions,Tahir Whitehead,https://en.wikipedia.org/wiki/Tahir_Whitehead ,LB,Temple,MAC,2012138,Other,NFC North
5,139,Minnesota Vikings,Robert Blanton,https://en.wikipedia.org/wiki/Robert_Blanton ,S,Notre Dame,Ind FBS,2012139,Other,NFC North
5,140,Tampa Bay Buccaneers,Najee Goode,https://en.wikipedia.org/wiki/Najee_Goode ,LB,West Virginia,Big East,2012140,Other,NFC South
5,141,Washington Commanders,Adam Gettis,https://en.wikipedia.org/wiki/Adam_Gettis ,OG,Iowa,Big Ten,2012141,Big Ten,NFC East
5,142,Jacksonville Jaguars,Brandon Marshall,https://en.wikipedia.org/wiki/Brandon_Marshall_(linebacker) ,LB,Nevada,WAC,2012142,Other,AFC South
5,143,Carolina Panthers,Josh Norman,https://en.wikipedia.org/wiki/Josh_Norman_(cornerback) ,CB,Coastal Carolina,Big South,2012143,Other,NFC South
5,144,Buffalo Bills,Zebrie Sanders,https://en.wikipedia.org/wiki/Zebrie_Sanders ,OT,Florida State,ACC,2012144,ACC,AFC East
5,145,Tennessee Titans,Taylor Thompson,https://en.wikipedia.org/wiki/Taylor_Thompson_(American_football) ,DE,SMU,CUSA,2012145,Other,AFC South
5,146,Kansas City Chiefs,DeQuan Menzie,https://en.wikipedia.org/wiki/DeQuan_Menzie ,CB,Alabama,SEC,2012146,SEC,AFC West
5,147,Buffalo Bills,Tank Carder,https://en.wikipedia.org/wiki/Tank_Carder ,LB,TCU,MW,2012147,Other,AFC East
5,148,Detroit Lions,Chris Greenwood,https://en.wikipedia.org/wiki/Chris_Greenwood ,CB,Albion,MIAA,2012148,Other,NFC North
5,149,Los Angeles Chargers,Johnnie Troutman,https://en.wikipedia.org/wiki/Johnnie_Troutman ,OG,Penn State,Big Ten,2012149,Big Ten,AFC West
5,150,Los Angeles Rams,Rokevious Watkins,https://en.wikipedia.org/wiki/Rokevious_Watkins ,OG,South Carolina,SEC,2012150,SEC,NFC West
5,151,Arizona Cardinals,Senio Kelemete,https://en.wikipedia.org/wiki/Senio_Kelemete ,OG,Washington,Pac12,2012151,Pac12,NFC West
5,152,Dallas Cowboys,Danny Coale,https://en.wikipedia.org/wiki/Danny_Coale ,WR,Virginia Tech,ACC,2012152,ACC,NFC East
5,153,Philadelphia Eagles,Dennis Kelly,https://en.wikipedia.org/wiki/Dennis_Kelly_(American_football) ,OT,Purdue,Big Ten,2012153,Big Ten,NFC East
5,154,Seattle Seahawks,Korey Toomer,https://en.wikipedia.org/wiki/Korey_Toomer ,LB,Idaho,WAC,2012154,Other,NFC West
5,155,Miami Dolphins,Josh Kaddu,https://en.wikipedia.org/wiki/Josh_Kaddu ,LB,Oregon,Pac12,2012155,Pac12,AFC East
5,156,Cincinnati Bengals,Shaun Prater,https://en.wikipedia.org/wiki/Shaun_Prater ,CB,Iowa,Big Ten,2012156,Big Ten,AFC North
5,157,Atlanta Falcons,Bradie Ewing,https://en.wikipedia.org/wiki/Bradie_Ewing ,FB,Wisconsin,Big Ten,2012157,Big Ten,NFC South
5,158,Las Vegas Raiders,Jack Crawford,https://en.wikipedia.org/wiki/Jack_Crawford_(American_football) ,DE,Penn State,Big Ten,2012158,Big Ten,AFC West
5,159,Pittsburgh Steelers,Chris Rainey,https://en.wikipedia.org/wiki/Chris_Rainey ,RB,Florida,SEC,2012159,SEC,AFC North
5,160,Cleveland Browns,Ryan Miller,https://en.wikipedia.org/wiki/Ryan_Miller_(American_football) ,OG,Colorado,Pac12,2012160,Pac12,AFC North
5,161,Houston Texans,Randy Bullock,https://en.wikipedia.org/wiki/Randy_Bullock ,K,Texas AM,Big 12,2012161,Big 12,AFC South
5,162,New Orleans Saints,Corey White,https://en.wikipedia.org/wiki/Corey_White_(defensive_back) ,S,Samford,SoCon,2012162,Other,NFC South
5,163,Green Bay Packers,Terrell Manning,https://en.wikipedia.org/wiki/Terrell_Manning ,LB,NC State,ACC,2012163,ACC,NFC North
5,164,Atlanta Falcons,Jonathan Massaquoi,https://en.wikipedia.org/wiki/Jonathan_Massaquoi ,DE,Troy,Sun Belt,2012164,Other,NFC South
5,165,San Francisco 49ers,Darius Fleming,https://en.wikipedia.org/wiki/Darius_Fleming ,LB,Notre Dame,Ind FBS,2012165,Other,NFC West
5,166,Cincinnati Bengals,Marvin Jones,https://en.wikipedia.org/wiki/Marvin_Jones_(wide_receiver) ,WR,California,Pac12,2012166,Pac12,AFC North
5,167,Cincinnati Bengals,George Iloka,https://en.wikipedia.org/wiki/George_Iloka ,S,Boise State,MW,2012167,Other,AFC North
5,168,Las Vegas Raiders,Juron Criner,https://en.wikipedia.org/wiki/Juron_Criner ,WR,Arizona,Pac12,2012168,Pac12,AFC West
5,169,Baltimore Ravens,Asa Jackson,https://en.wikipedia.org/wiki/Asa_Jackson ,CB,Cal Poly,Great West,2012169,Other,AFC North
5,170,Indianapolis Colts,Vick Ballard,https://en.wikipedia.org/wiki/Vick_Ballard ,RB,Mississippi State,SEC,2012170,SEC,AFC South
6,171,Los Angeles Rams,Greg Zuerlein,https://en.wikipedia.org/wiki/Greg_Zuerlein_(American_football) ,K,Missouri Western,MIAA,2012171,Other,NFC West
6,172,Seattle Seahawks,Jeremy Lane,https://en.wikipedia.org/wiki/Jeremy_Lane_(American_football) ,CB,Northwestern State,Southland,2012172,Other,NFC West
6,173,Washington Commanders,Alfred Morris,https://en.wikipedia.org/wiki/Alfred_Morris_(American_football) ,RB,Florida Atlantic,Sun Belt,2012173,Other,NFC East
6,174,Tampa Bay Buccaneers,Keith Tandy,https://en.wikipedia.org/wiki/Keith_Tandy ,CB,West Virginia,Big East,2012174,Other,NFC South
6,175,Minnesota Vikings,Blair Walsh,https://en.wikipedia.org/wiki/Blair_Walsh ,K,Georgia,SEC,2012175,SEC,NFC North
6,176,Jacksonville Jaguars,Mike Harris,https://en.wikipedia.org/wiki/Mike_Harris_(American_football) ,CB,Florida State,ACC,2012176,ACC,AFC South
6,177,Arizona Cardinals,Justin Bethel,https://en.wikipedia.org/wiki/Justin_Bethel ,S,Presbyterian,Big South,2012177,Other,NFC West
6,178,Buffalo Bills,Mark Asper,https://en.wikipedia.org/wiki/Mark_Asper ,OG,Oregon,Pac12,2012178,Pac12,AFC East
6,179,New Orleans Saints,Andrew Tiller,https://en.wikipedia.org/wiki/Andrew_Tiller ,OG,Syracuse,Big East,2012179,Other,NFC South
6,180,San Francisco 49ers,Trenton Robinson,https://en.wikipedia.org/wiki/Trenton_Robinson ,S,Michigan State,Big Ten,2012180,Big Ten,NFC West
6,181,Seattle Seahawks,Winston Guy,https://en.wikipedia.org/wiki/Winston_Guy ,S,Kentucky,SEC,2012181,SEC,NFC West
6,182,Kansas City Chiefs,Cyrus Gray,https://en.wikipedia.org/wiki/Cyrus_Gray ,RB,Texas AM,Big 12,2012182,Big 12,AFC West
